group,part_num,block,trial_num,ratio,choice,decision,true_pos,false_neg,false_pos,true_neg
Pressure Group,131,2,15,1.1,0,1,0,0,0,1
Pressure Group,131,2,16,1.2,0,1,0,0,0,1
Pressure Group,131,2,17,1.3,0,1,0,0,0,1
Pressure Group,131,2,18,1.4,0,1,0,0,0,1
Pressure Group,131,2,19,1.4,0,1,0,0,0,1
Pressure Group,131,2,2,1.3,1,0,0,0,1,0
Pressure Group,131,2,20,1.3,0,1,0,0,0,1
Pressure Group,131,2,21,1.2,0,1,0,0,0,1
Pressure Group,131,2,22,1.1,0,1,0,0,0,1
Pressure Group,131,2,23,1,0,0,1,0,0,0
Pressure Group,131,2,24,0.9,1,1,0,1,0,0
Pressure Group,131,2,25,0.8,0,0,1,0,0,0
Pressure Group,131,2,26,0.7,0,0,1,0,0,0
Pressure Group,131,2,27,0.6,0,0,1,0,0,0
Pressure Group,131,2,28,0.6,1,1,0,1,0,0
Pressure Group,131,2,29,0.7,1,1,0,1,0,0
Pressure Group,131,2,3,1.2,0,1,0,0,0,1
Pressure Group,131,2,30,0.8,0,0,1,0,0,0
Pressure Group,131,2,31,0.9,0,0,1,0,0,0
Pressure Group,131,2,32,1,1,1,0,1,0,0
Pressure Group,131,2,33,1.1,0,1,0,0,0,1
Pressure Group,131,2,34,1.2,1,0,0,0,1,0
Pressure Group,131,2,35,1.3,0,1,0,0,0,1
Pressure Group,131,2,36,1.4,0,1,0,0,0,1
Pressure Group,131,2,37,1.4,0,1,0,0,0,1
Pressure Group,131,2,38,1.3,0,1,0,0,0,1
Pressure Group,131,2,39,1.2,0,1,0,0,0,1
Pressure Group,131,2,4,1.1,1,0,0,0,1,0
Pressure Group,131,2,40,1.1,0,1,0,0,0,1
Pressure Group,131,2,41,1,1,1,0,1,0,0
Pressure Group,131,2,42,0.9,1,1,0,1,0,0
Pressure Group,131,2,43,0.8,1,1,0,1,0,0
Pressure Group,131,2,44,0.7,1,1,0,1,0,0
Pressure Group,131,2,45,0.6,1,1,0,1,0,0
Pressure Group,131,2,46,0.6,0,0,1,0,0,0
Pressure Group,131,2,47,0.7,0,0,1,0,0,0
Pressure Group,131,2,48,0.8,1,1,0,1,0,0
Pressure Group,131,2,49,0.9,1,1,0,1,0,0
Pressure Group,131,2,5,1,0,0,1,0,0,0
Pressure Group,131,2,50,1,1,1,0,1,0,0
Pressure Group,131,2,51,1.1,0,1,0,0,0,1
Pressure Group,131,2,52,1.2,0,1,0,0,0,1
Pressure Group,131,2,53,1.3,0,1,0,0,0,1
Pressure Group,131,2,54,1.4,0,1,0,0,0,1
Pressure Group,131,2,55,1.4,0,1,0,0,0,1
Pressure Group,131,2,56,1.3,0,1,0,0,0,1
Pressure Group,131,2,57,1.2,0,1,0,0,0,1
Pressure Group,131,2,58,1.1,0,1,0,0,0,1
Pressure Group,131,2,59,1,1,1,0,1,0,0
Pressure Group,131,2,6,0.9,0,0,1,0,0,0
Pressure Group,131,2,60,0.9,1,1,0,1,0,0
Pressure Group,131,2,61,0.8,0,0,1,0,0,0
Pressure Group,131,2,62,0.7,0,0,1,0,0,0
Pressure Group,131,2,63,0.6,1,1,0,1,0,0
Pressure Group,131,2,64,0.6,1,1,0,1,0,0
Pressure Group,131,2,65,0.7,0,0,1,0,0,0
Pressure Group,131,2,66,0.8,0,0,1,0,0,0
Pressure Group,131,2,67,0.9,1,1,0,1,0,0
Pressure Group,131,2,68,1,0,0,1,0,0,0
Pressure Group,131,2,69,1.1,0,1,0,0,0,1
Pressure Group,131,2,7,0.8,1,1,0,1,0,0
Pressure Group,131,2,70,1.2,0,1,0,0,0,1
Pressure Group,131,2,71,1.3,0,1,0,0,0,1
Pressure Group,131,2,72,1.4,0,1,0,0,0,1
Pressure Group,131,2,8,0.7,1,1,0,1,0,0
Pressure Group,131,2,9,0.6,0,0,1,0,0,0
Pressure Group,133,1,1,0.6,0,0,1,0,0,0
Pressure Group,133,1,10,1.4,0,1,0,0,0,1
Pressure Group,133,1,11,1.3,0,1,0,0,0,1
Pressure Group,133,1,12,1.2,0,1,0,0,0,1
Pressure Group,133,1,13,1.1,0,1,0,0,0,1
Pressure Group,133,1,14,1,1,1,0,1,0,0
Pressure Group,133,1,15,0.9,1,1,0,1,0,0
Pressure Group,133,1,16,0.8,0,0,1,0,0,0
Pressure Group,133,1,17,0.7,0,0,1,0,0,0
Pressure Group,133,1,18,0.6,0,0,1,0,0,0
Pressure Group,133,1,19,0.6,1,1,0,1,0,0
Pressure Group,133,1,2,0.7,0,0,1,0,0,0
Pressure Group,133,1,20,0.7,0,0,1,0,0,0
Pressure Group,133,1,21,0.8,0,0,1,0,0,0
Pressure Group,133,1,22,0.9,0,0,1,0,0,0
Pressure Group,133,1,23,1,0,0,1,0,0,0
Pressure Group,133,1,24,1.1,0,1,0,0,0,1
Pressure Group,133,1,25,1.2,0,1,0,0,0,1
Pressure Group,133,1,26,1.3,0,1,0,0,0,1
Pressure Group,133,1,27,1.4,0,1,0,0,0,1
Pressure Group,133,1,28,1.4,0,1,0,0,0,1
Pressure Group,133,1,29,1.3,0,1,0,0,0,1
Pressure Group,133,1,3,0.8,0,0,1,0,0,0
Pressure Group,133,1,30,1.2,0,1,0,0,0,1
Pressure Group,133,1,31,1.1,0,1,0,0,0,1
Pressure Group,133,1,32,1,1,1,0,1,0,0
Pressure Group,133,1,33,0.9,0,0,1,0,0,0
Pressure Group,133,1,34,0.8,1,1,0,1,0,0
Pressure Group,133,1,35,0.7,1,1,0,1,0,0
Pressure Group,133,1,36,0.6,0,0,1,0,0,0
Pressure Group,133,1,37,0.6,1,1,0,1,0,0
Pressure Group,133,1,38,0.7,0,0,1,0,0,0
Pressure Group,133,1,39,0.8,0,0,1,0,0,0
Pressure Group,133,1,4,0.9,0,0,1,0,0,0
Pressure Group,133,1,40,0.9,1,1,0,1,0,0
Pressure Group,133,1,41,1,1,1,0,1,0,0
Pressure Group,133,1,42,1.1,0,1,0,0,0,1
Pressure Group,133,1,43,1.2,0,1,0,0,0,1
Pressure Group,133,1,44,1.3,0,1,0,0,0,1
Pressure Group,133,1,45,1.4,0,1,0,0,0,1
Pressure Group,133,1,46,1.4,0,1,0,0,0,1
Pressure Group,133,1,47,1.3,0,1,0,0,0,1
Pressure Group,133,1,48,1.2,0,1,0,0,0,1
Pressure Group,133,1,49,1.1,0,1,0,0,0,1
Pressure Group,133,1,5,1,0,0,1,0,0,0
Pressure Group,133,1,50,1,1,1,0,1,0,0
Pressure Group,133,1,51,0.9,1,1,0,1,0,0
Pressure Group,133,1,52,0.8,0,0,1,0,0,0
Pressure Group,133,1,53,0.7,0,0,1,0,0,0
Pressure Group,133,1,54,0.6,0,0,1,0,0,0
Pressure Group,133,1,55,0.6,0,0,1,0,0,0
Pressure Group,133,1,56,0.7,0,0,1,0,0,0
Pressure Group,133,1,57,0.8,0,0,1,0,0,0
Pressure Group,133,1,58,0.9,1,1,0,1,0,0
Pressure Group,133,1,59,1,1,1,0,1,0,0
Pressure Group,133,1,6,1.1,0,1,0,0,0,1
Pressure Group,133,1,60,1.1,0,1,0,0,0,1
Pressure Group,133,1,61,1.2,0,1,0,0,0,1
Pressure Group,133,1,62,1.3,0,1,0,0,0,1
Pressure Group,133,1,63,1.4,0,1,0,0,0,1
Pressure Group,133,1,64,1.4,0,1,0,0,0,1
Pressure Group,133,1,65,1.3,0,1,0,0,0,1
Pressure Group,133,1,66,1.2,0,1,0,0,0,1
Pressure Group,133,1,67,1.1,1,0,0,0,1,0
Pressure Group,133,1,68,1,1,1,0,1,0,0
Pressure Group,133,1,69,0.9,1,1,0,1,0,0
Pressure Group,133,1,7,1.2,0,1,0,0,0,1
Pressure Group,133,1,70,0.8,0,0,1,0,0,0
Pressure Group,133,1,71,0.7,1,1,0,1,0,0
Pressure Group,133,1,72,0.6,0,0,1,0,0,0
Pressure Group,133,1,8,1.3,0,1,0,0,0,1
Pressure Group,133,1,9,1.4,0,1,0,0,0,1
Pressure Group,133,2,1,1.4,0,1,0,0,0,1
Pressure Group,133,2,10,0.6,0,0,1,0,0,0
Pressure Group,133,2,11,0.7,0,0,1,0,0,0
Pressure Group,133,2,12,0.8,0,0,1,0,0,0
Pressure Group,133,2,13,0.9,0,0,1,0,0,0
Pressure Group,133,2,14,1,1,1,0,1,0,0
Pressure Group,133,2,15,1.1,0,1,0,0,0,1
Pressure Group,133,2,16,1.2,0,1,0,0,0,1
Pressure Group,133,2,17,1.3,0,1,0,0,0,1
Pressure Group,133,2,18,1.4,0,1,0,0,0,1
Pressure Group,133,2,19,1.4,0,1,0,0,0,1
Pressure Group,133,2,2,1.3,0,1,0,0,0,1
Pressure Group,133,2,20,1.3,0,1,0,0,0,1
Pressure Group,133,2,21,1.2,0,1,0,0,0,1
Pressure Group,133,2,22,1.1,0,1,0,0,0,1
Pressure Group,133,2,23,1,1,1,0,1,0,0
Pressure Group,133,2,24,0.9,1,1,0,1,0,0
Pressure Group,133,2,25,0.8,0,0,1,0,0,0
Pressure Group,133,2,26,0.7,0,0,1,0,0,0
Pressure Group,133,2,27,0.6,0,0,1,0,0,0
Pressure Group,133,2,28,0.6,1,1,0,1,0,0
Pressure Group,133,2,29,0.7,0,0,1,0,0,0
Pressure Group,133,2,3,1.2,0,1,0,0,0,1
Pressure Group,133,2,30,0.8,0,0,1,0,0,0
Pressure Group,133,2,31,0.9,0,0,1,0,0,0
Pressure Group,133,2,32,1,0,0,1,0,0,0
Pressure Group,133,2,33,1.1,0,1,0,0,0,1
Pressure Group,133,2,34,1.2,0,1,0,0,0,1
Pressure Group,133,2,35,1.3,0,1,0,0,0,1
Pressure Group,133,2,36,1.4,0,1,0,0,0,1
Pressure Group,133,2,37,1.4,0,1,0,0,0,1
Pressure Group,133,2,38,1.3,0,1,0,0,0,1
Pressure Group,133,2,39,1.2,0,1,0,0,0,1
Pressure Group,133,2,4,1.1,0,1,0,0,0,1
Pressure Group,133,2,40,1.1,0,1,0,0,0,1
Pressure Group,133,2,41,1,1,1,0,1,0,0
Pressure Group,133,2,42,0.9,1,1,0,1,0,0
Pressure Group,133,2,43,0.8,1,1,0,1,0,0
Pressure Group,133,2,44,0.7,1,1,0,1,0,0
Pressure Group,133,2,45,0.6,1,1,0,1,0,0
Pressure Group,133,2,46,0.6,0,0,1,0,0,0
Pressure Group,133,2,47,0.7,0,0,1,0,0,0
Pressure Group,133,2,48,0.8,1,1,0,1,0,0
Pressure Group,133,2,49,0.9,1,1,0,1,0,0
Pressure Group,133,2,5,1,1,1,0,1,0,0
Pressure Group,133,2,50,1,1,1,0,1,0,0
Pressure Group,133,2,51,1.1,0,1,0,0,0,1
Pressure Group,133,2,52,1.2,0,1,0,0,0,1
Pressure Group,133,2,53,1.3,0,1,0,0,0,1
Pressure Group,133,2,54,1.4,0,1,0,0,0,1
Pressure Group,133,2,55,1.4,0,1,0,0,0,1
Pressure Group,133,2,56,1.3,0,1,0,0,0,1
Pressure Group,133,2,57,1.2,0,1,0,0,0,1
Pressure Group,133,2,58,1.1,0,1,0,0,0,1
Pressure Group,133,2,59,1,1,1,0,1,0,0
Pressure Group,133,2,6,0.9,0,0,1,0,0,0
Pressure Group,133,2,60,0.9,0,0,1,0,0,0
Pressure Group,133,2,61,0.8,0,0,1,0,0,0
Pressure Group,133,2,62,0.7,0,0,1,0,0,0
Pressure Group,133,2,63,0.6,1,1,0,1,0,0
Pressure Group,133,2,64,0.6,1,1,0,1,0,0
Pressure Group,133,2,65,0.7,0,0,1,0,0,0
Pressure Group,133,2,66,0.8,0,0,1,0,0,0
Pressure Group,133,2,67,0.9,0,0,1,0,0,0
Pressure Group,133,2,68,1,0,0,1,0,0,0
Pressure Group,133,2,69,1.1,0,1,0,0,0,1
Pressure Group,133,2,7,0.8,0,0,1,0,0,0
Pressure Group,133,2,70,1.2,0,1,0,0,0,1
Pressure Group,133,2,71,1.3,0,1,0,0,0,1
Pressure Group,133,2,72,1.4,0,1,0,0,0,1
Pressure Group,133,2,8,0.7,0,0,1,0,0,0
Pressure Group,133,2,9,0.6,0,0,1,0,0,0
Nonpressure Group,101,1,1,0.6,0,0,1,0,0,0
Nonpressure Group,101,1,10,1.4,1,0,0,0,1,0
Nonpressure Group,101,1,11,1.3,0,1,0,0,0,1
Nonpressure Group,101,1,12,1.2,0,1,0,0,0,1
Nonpressure Group,101,1,13,1.1,0,1,0,0,0,1
Nonpressure Group,101,1,14,1,1,1,0,1,0,0
Nonpressure Group,101,1,15,0.9,0,0,1,0,0,0
Nonpressure Group,101,1,16,0.8,1,1,0,1,0,0
Nonpressure Group,101,1,17,0.7,1,1,0,1,0,0
Nonpressure Group,101,1,18,0.6,0,0,1,0,0,0
Nonpressure Group,101,1,19,0.6,0,0,1,0,0,0
Nonpressure Group,101,1,2,0.7,0,0,1,0,0,0
Nonpressure Group,101,1,20,0.7,0,0,1,0,0,0
Nonpressure Group,101,1,21,0.8,0,0,1,0,0,0
Nonpressure Group,101,1,22,0.9,0,0,1,0,0,0
Nonpressure Group,101,1,23,1,1,1,0,1,0,0
Nonpressure Group,101,1,24,1.1,0,1,0,0,0,1
Nonpressure Group,101,1,25,1.2,0,1,0,0,0,1
Nonpressure Group,101,1,26,1.3,0,1,0,0,0,1
Nonpressure Group,101,1,27,1.4,0,1,0,0,0,1
Nonpressure Group,101,1,28,1.4,0,1,0,0,0,1
Nonpressure Group,101,1,29,1.3,0,1,0,0,0,1
Nonpressure Group,101,1,3,0.8,1,1,0,1,0,0
Nonpressure Group,101,1,30,1.2,1,0,0,0,1,0
Nonpressure Group,101,1,31,1.1,1,0,0,0,1,0
Nonpressure Group,101,1,32,1,1,1,0,1,0,0
Nonpressure Group,101,1,33,0.9,0,0,1,0,0,0
Nonpressure Group,101,1,34,0.8,0,0,1,0,0,0
Nonpressure Group,101,1,35,0.7,0,0,1,0,0,0
Nonpressure Group,101,1,36,0.6,0,0,1,0,0,0
Nonpressure Group,101,1,37,0.6,0,0,1,0,0,0
Nonpressure Group,101,1,38,0.7,0,0,1,0,0,0
Nonpressure Group,101,1,39,0.8,0,0,1,0,0,0
Nonpressure Group,101,1,4,0.9,1,1,0,1,0,0
Nonpressure Group,101,1,40,0.9,0,0,1,0,0,0
Nonpressure Group,101,1,41,1,0,0,1,0,0,0
Nonpressure Group,101,1,42,1.1,0,1,0,0,0,1
Nonpressure Group,101,1,43,1.2,0,1,0,0,0,1
Nonpressure Group,101,1,44,1.3,0,1,0,0,0,1
Nonpressure Group,101,1,45,1.4,0,1,0,0,0,1
Nonpressure Group,101,1,46,1.4,0,1,0,0,0,1
Nonpressure Group,101,1,47,1.3,0,1,0,0,0,1
Nonpressure Group,101,1,48,1.2,0,1,0,0,0,1
Nonpressure Group,101,1,49,1.1,1,0,0,0,1,0
Nonpressure Group,101,1,5,1,1,1,0,1,0,0
Nonpressure Group,101,1,50,1,1,1,0,1,0,0
Nonpressure Group,101,1,51,0.9,0,0,1,0,0,0
Nonpressure Group,101,1,52,0.8,0,0,1,0,0,0
Nonpressure Group,101,1,53,0.7,0,0,1,0,0,0
Nonpressure Group,101,1,54,0.6,0,0,1,0,0,0
Nonpressure Group,101,1,55,0.6,0,0,1,0,0,0
Nonpressure Group,101,1,56,0.7,1,1,0,1,0,0
Nonpressure Group,101,1,57,0.8,0,0,1,0,0,0
Nonpressure Group,101,1,58,0.9,0,0,1,0,0,0
Nonpressure Group,101,1,59,1,1,1,0,1,0,0
Nonpressure Group,101,1,6,1.1,0,1,0,0,0,1
Nonpressure Group,101,1,60,1.1,0,1,0,0,0,1
Nonpressure Group,101,1,61,1.2,0,1,0,0,0,1
Nonpressure Group,101,1,62,1.3,0,1,0,0,0,1
Nonpressure Group,101,1,63,1.4,0,1,0,0,0,1
Nonpressure Group,101,1,64,1.4,0,1,0,0,0,1
Nonpressure Group,101,1,65,1.3,0,1,0,0,0,1
Nonpressure Group,101,1,66,1.2,0,1,0,0,0,1
Nonpressure Group,101,1,7,1.2,0,1,0,0,0,1
Nonpressure Group,101,1,8,1.3,0,1,0,0,0,1
Nonpressure Group,101,1,9,1.4,0,1,0,0,0,1
Nonpressure Group,101,2,1,1.4,1,0,0,0,1,0
Nonpressure Group,101,2,10,0.6,0,0,1,0,0,0
Nonpressure Group,101,2,11,0.7,0,0,1,0,0,0
Nonpressure Group,101,2,12,0.8,1,1,0,1,0,0
Nonpressure Group,101,2,13,0.9,0,0,1,0,0,0
Nonpressure Group,101,2,14,1,1,1,0,1,0,0
Nonpressure Group,101,2,15,1.1,0,1,0,0,0,1
Nonpressure Group,101,2,16,1.2,0,1,0,0,0,1
Nonpressure Group,101,2,17,1.3,0,1,0,0,0,1
Nonpressure Group,101,2,18,1.4,0,1,0,0,0,1
Nonpressure Group,101,2,19,1.4,0,1,0,0,0,1
Nonpressure Group,101,2,2,1.3,0,1,0,0,0,1
Nonpressure Group,101,2,20,1.3,0,1,0,0,0,1
Nonpressure Group,101,2,21,1.2,0,1,0,0,0,1
Nonpressure Group,101,2,22,1.1,0,1,0,0,0,1
Nonpressure Group,101,2,23,1,1,1,0,1,0,0
Nonpressure Group,101,2,24,0.9,1,1,0,1,0,0
Nonpressure Group,101,2,25,0.8,0,0,1,0,0,0
Nonpressure Group,101,2,26,0.7,0,0,1,0,0,0
Nonpressure Group,101,2,27,0.6,0,0,1,0,0,0
Nonpressure Group,101,2,28,0.6,1,1,0,1,0,0
Nonpressure Group,101,2,29,0.7,0,0,1,0,0,0
Nonpressure Group,101,2,3,1.2,0,1,0,0,0,1
Nonpressure Group,101,2,30,0.8,0,0,1,0,0,0
Nonpressure Group,101,2,31,0.9,0,0,1,0,0,0
Nonpressure Group,101,2,32,1,1,1,0,1,0,0
Nonpressure Group,101,2,33,1.1,0,1,0,0,0,1
Nonpressure Group,101,2,34,1.2,0,1,0,0,0,1
Nonpressure Group,101,2,35,1.3,0,1,0,0,0,1
Nonpressure Group,101,2,36,1.4,0,1,0,0,0,1
Nonpressure Group,101,2,37,1.4,0,1,0,0,0,1
Nonpressure Group,101,2,38,1.3,0,1,0,0,0,1
Nonpressure Group,101,2,39,1.2,0,1,0,0,0,1
Nonpressure Group,101,2,4,1.1,0,1,0,0,0,1
Nonpressure Group,101,2,40,1.1,0,1,0,0,0,1
Nonpressure Group,101,2,41,1,1,1,0,1,0,0
Nonpressure Group,101,2,42,0.9,0,0,1,0,0,0
Nonpressure Group,101,2,43,0.8,0,0,1,0,0,0
Nonpressure Group,101,2,44,0.7,0,0,1,0,0,0
Nonpressure Group,101,2,45,0.6,0,0,1,0,0,0
Nonpressure Group,101,2,46,0.6,1,1,0,1,0,0
Nonpressure Group,101,2,47,0.7,0,0,1,0,0,0
Nonpressure Group,101,2,48,0.8,0,0,1,0,0,0
Nonpressure Group,101,2,49,0.9,0,0,1,0,0,0
Nonpressure Group,101,2,5,1,0,0,1,0,0,0
Nonpressure Group,101,2,50,1,1,1,0,1,0,0
Nonpressure Group,101,2,51,1.1,0,1,0,0,0,1
Nonpressure Group,101,2,52,1.2,0,1,0,0,0,1
Nonpressure Group,101,2,53,1.3,0,1,0,0,0,1
Nonpressure Group,101,2,54,1.4,0,1,0,0,0,1
Nonpressure Group,101,2,55,1.4,0,1,0,0,0,1
Nonpressure Group,101,2,56,1.3,0,1,0,0,0,1
Nonpressure Group,101,2,57,1.2,0,1,0,0,0,1
Nonpressure Group,101,2,58,1.1,0,1,0,0,0,1
Nonpressure Group,101,2,59,1,1,1,0,1,0,0
Nonpressure Group,101,2,6,0.9,1,1,0,1,0,0
Nonpressure Group,101,2,60,0.9,1,1,0,1,0,0
Nonpressure Group,101,2,61,0.8,0,0,1,0,0,0
Nonpressure Group,101,2,62,0.7,0,0,1,0,0,0
Nonpressure Group,101,2,63,0.6,0,0,1,0,0,0
Nonpressure Group,101,2,64,0.6,0,0,1,0,0,0
Nonpressure Group,101,2,65,0.7,0,0,1,0,0,0
Nonpressure Group,101,2,66,0.8,0,0,1,0,0,0
Nonpressure Group,101,2,67,0.9,1,1,0,1,0,0
Nonpressure Group,101,2,68,1,0,0,1,0,0,0
Nonpressure Group,101,2,69,1.1,0,1,0,0,0,1
Nonpressure Group,101,2,7,0.8,0,0,1,0,0,0
Nonpressure Group,101,2,70,1.2,0,1,0,0,0,1
Nonpressure Group,101,2,71,1.3,0,1,0,0,0,1
Nonpressure Group,101,2,72,1.4,0,1,0,0,0,1
Nonpressure Group,101,2,8,0.7,0,0,1,0,0,0
Nonpressure Group,101,2,9,0.6,0,0,1,0,0,0
Nonpressure Group,105,1,1,0.6,0,0,1,0,0,0
Nonpressure Group,105,1,10,1.4,0,1,0,0,0,1
Nonpressure Group,105,1,11,1.3,0,1,0,0,0,1
Nonpressure Group,105,1,12,1.2,0,1,0,0,0,1
Nonpressure Group,105,1,13,1.1,0,1,0,0,0,1
Nonpressure Group,105,1,14,1,1,1,0,1,0,0
Nonpressure Group,105,1,15,0.9,1,1,0,1,0,0
Nonpressure Group,105,1,16,0.8,1,1,0,1,0,0
Nonpressure Group,105,1,17,0.7,0,0,1,0,0,0
Nonpressure Group,105,1,18,0.6,1,1,0,1,0,0
Nonpressure Group,105,1,19,0.6,1,1,0,1,0,0
Nonpressure Group,105,1,2,0.7,0,0,1,0,0,0
Nonpressure Group,105,1,20,0.7,0,0,1,0,0,0
Nonpressure Group,105,1,21,0.8,1,1,0,1,0,0
Nonpressure Group,105,1,22,0.9,1,1,0,1,0,0
Nonpressure Group,105,1,23,1,1,1,0,1,0,0
Nonpressure Group,105,1,24,1.1,0,1,0,0,0,1
Nonpressure Group,105,1,25,1.2,0,1,0,0,0,1
Nonpressure Group,105,1,26,1.3,0,1,0,0,0,1
Nonpressure Group,105,1,27,1.4,0,1,0,0,0,1
Nonpressure Group,105,1,28,1.4,0,1,0,0,0,1
Nonpressure Group,105,1,29,1.3,0,1,0,0,0,1
Nonpressure Group,105,1,3,0.8,0,0,1,0,0,0
Nonpressure Group,105,1,30,1.2,0,1,0,0,0,1
Nonpressure Group,105,1,31,1.1,0,1,0,0,0,1
Nonpressure Group,105,1,32,1,1,1,0,1,0,0
Nonpressure Group,105,1,33,0.9,0,0,1,0,0,0
Nonpressure Group,105,1,34,0.8,0,0,1,0,0,0
Nonpressure Group,105,1,35,0.7,1,1,0,1,0,0
Nonpressure Group,105,1,36,0.6,0,0,1,0,0,0
Nonpressure Group,105,1,37,0.6,1,1,0,1,0,0
Nonpressure Group,105,1,38,0.7,0,0,1,0,0,0
Nonpressure Group,105,1,39,0.8,0,0,1,0,0,0
Nonpressure Group,105,1,4,0.9,1,1,0,1,0,0
Nonpressure Group,105,1,40,0.9,1,1,0,1,0,0
Nonpressure Group,105,1,41,1,1,1,0,1,0,0
Nonpressure Group,105,1,42,1.1,0,1,0,0,0,1
Nonpressure Group,105,1,43,1.2,0,1,0,0,0,1
Nonpressure Group,105,1,44,1.3,0,1,0,0,0,1
Nonpressure Group,105,1,45,1.4,0,1,0,0,0,1
Nonpressure Group,105,1,46,1.4,0,1,0,0,0,1
Nonpressure Group,105,1,47,1.3,0,1,0,0,0,1
Nonpressure Group,105,1,48,1.2,0,1,0,0,0,1
Nonpressure Group,105,1,49,1.1,0,1,0,0,0,1
Nonpressure Group,105,1,5,1,1,1,0,1,0,0
Nonpressure Group,105,1,50,1,1,1,0,1,0,0
Nonpressure Group,105,1,51,0.9,0,0,1,0,0,0
Nonpressure Group,105,1,52,0.8,0,0,1,0,0,0
Nonpressure Group,105,1,53,0.7,0,0,1,0,0,0
Nonpressure Group,105,1,54,0.6,1,1,0,1,0,0
Nonpressure Group,105,1,55,0.6,1,1,0,1,0,0
Nonpressure Group,105,1,56,0.7,0,0,1,0,0,0
Nonpressure Group,105,1,57,0.8,0,0,1,0,0,0
Nonpressure Group,105,1,58,0.9,0,0,1,0,0,0
Nonpressure Group,105,1,59,1,1,1,0,1,0,0
Nonpressure Group,105,1,6,1.1,0,1,0,0,0,1
Nonpressure Group,105,1,60,1.1,0,1,0,0,0,1
Nonpressure Group,105,1,61,1.2,0,1,0,0,0,1
Nonpressure Group,105,1,62,1.3,0,1,0,0,0,1
Nonpressure Group,105,1,63,1.4,0,1,0,0,0,1
Nonpressure Group,105,1,64,1.4,0,1,0,0,0,1
Nonpressure Group,105,1,65,1.3,0,1,0,0,0,1
Nonpressure Group,105,1,66,1.2,0,1,0,0,0,1
Nonpressure Group,105,1,67,1.1,0,1,0,0,0,1
Nonpressure Group,105,1,68,1,1,1,0,1,0,0
Nonpressure Group,105,1,69,0.9,0,0,1,0,0,0
Nonpressure Group,105,1,7,1.2,0,1,0,0,0,1
Nonpressure Group,105,1,70,0.8,1,1,0,1,0,0
Nonpressure Group,105,1,71,0.7,1,1,0,1,0,0
Nonpressure Group,105,1,72,0.6,1,1,0,1,0,0
Nonpressure Group,105,1,8,1.3,0,1,0,0,0,1
Nonpressure Group,105,1,9,1.4,0,1,0,0,0,1
Nonpressure Group,105,2,1,1.4,0,1,0,0,0,1
Nonpressure Group,105,2,10,0.6,1,1,0,1,0,0
Nonpressure Group,105,2,11,0.7,1,1,0,1,0,0
Nonpressure Group,105,2,12,0.8,1,1,0,1,0,0
Nonpressure Group,105,2,13,0.9,1,1,0,1,0,0
Nonpressure Group,105,2,14,1,1,1,0,1,0,0
Nonpressure Group,105,2,15,1.1,0,1,0,0,0,1
Nonpressure Group,105,2,16,1.2,0,1,0,0,0,1
Nonpressure Group,105,2,17,1.3,0,1,0,0,0,1
Nonpressure Group,105,2,18,1.4,0,1,0,0,0,1
Nonpressure Group,105,2,19,1.4,0,1,0,0,0,1
Nonpressure Group,105,2,2,1.3,0,1,0,0,0,1
Nonpressure Group,105,2,20,1.3,0,1,0,0,0,1
Nonpressure Group,105,2,21,1.2,0,1,0,0,0,1
Nonpressure Group,105,2,22,1.1,1,0,0,0,1,0
Nonpressure Group,105,2,23,1,1,1,0,1,0,0
Nonpressure Group,105,2,24,0.9,0,0,1,0,0,0
Nonpressure Group,105,2,25,0.8,1,1,0,1,0,0
Nonpressure Group,105,2,26,0.7,1,1,0,1,0,0
Nonpressure Group,105,2,27,0.6,1,1,0,1,0,0
Nonpressure Group,105,2,28,0.6,0,0,1,0,0,0
Nonpressure Group,105,2,29,0.7,0,0,1,0,0,0
Nonpressure Group,105,2,3,1.2,0,1,0,0,0,1
Nonpressure Group,105,2,30,0.8,0,0,1,0,0,0
Nonpressure Group,105,2,31,0.9,1,1,0,1,0,0
Nonpressure Group,105,2,32,1,1,1,0,1,0,0
Nonpressure Group,105,2,33,1.1,0,1,0,0,0,1
Nonpressure Group,105,2,34,1.2,0,1,0,0,0,1
Nonpressure Group,105,2,35,1.3,0,1,0,0,0,1
Nonpressure Group,105,2,36,1.4,0,1,0,0,0,1
Nonpressure Group,105,2,37,1.4,0,1,0,0,0,1
Nonpressure Group,105,2,38,1.3,0,1,0,0,0,1
Nonpressure Group,105,2,39,1.2,0,1,0,0,0,1
Nonpressure Group,105,2,4,1.1,0,1,0,0,0,1
Nonpressure Group,105,2,40,1.1,0,1,0,0,0,1
Nonpressure Group,105,2,41,1,1,1,0,1,0,0
Nonpressure Group,105,2,42,0.9,1,1,0,1,0,0
Nonpressure Group,105,2,43,0.8,0,0,1,0,0,0
Nonpressure Group,105,2,44,0.7,0,0,1,0,0,0
Nonpressure Group,105,2,45,0.6,0,0,1,0,0,0
Nonpressure Group,105,2,46,0.6,1,1,0,1,0,0
Nonpressure Group,105,2,47,0.7,1,1,0,1,0,0
Nonpressure Group,105,2,48,0.8,0,0,1,0,0,0
Nonpressure Group,105,2,49,0.9,0,0,1,0,0,0
Nonpressure Group,105,2,5,1,1,1,0,1,0,0
Nonpressure Group,105,2,50,1,1,1,0,1,0,0
Nonpressure Group,105,2,51,1.1,0,1,0,0,0,1
